zpid,street_address,zipcode,description,latitude,longitude,garage_spaces,has_association,has_garage,has_spa,has_view,home_type,year_built,latest_price,latest_saledate,latest_salemonth,latest_saleyear,num_of_photos,num_of_appliances,num_of_parking_features,num_of_patio_and_porch_features,num_of_security_features,num_of_waterfront_features,num_of_window_features,num_of_community_features,lot_size_sq_ft,living_area_sq_ft,avg_school_distance,avg_school_rating,avg_school_size,_median_students_per_teacher,num_of_bathrooms,num_of_bedrooms,num_of_stories,age
29351394,5902 Inter Council Cv,78731,"Welcoming, light-filled home with soaring ceilings, on Courtyard culdesac. Gleaming hardwoods, easy flowing floor plan w/well-appointed wet bar-seamless transition between living, dining & kitchen areas. Gourmet kitchen renovation complete w/double ovens & 5 burner gas cooktop brick hutch. Wow master bath!!! Possibly the most stunning backyard ever-tremendous deck & lush landscaping creates the essence of a nature park & plenty of room for fun! This home was built for ease of living from it's master suite with spa-like bath, guest room with private bath to it's two bedrooms upstairs with shared bathroom.  Don't miss the dedicated sitting area with fireplace, upstairs loft and walk in pantry.  The Courtyard has boat dock & lake front park for residents!",30.35415267944336,-97.78614044189452,0,TRUE,FALSE,FALSE,FALSE,Single Family,1995,725000,2018-08-15,8,2018,40,5,1,0,0,0,0,0,17424,2893,3.033333333333333,7,1177,16,3,4,2,23
29351383,6002 Little Bull Cv,78731,"Rare opportunity on quiet cul-de-sac in the ultra-convenient Courtyard community! Includes private resident access to Lake Austin waterfront park, playground, & dock. Hardwoods throughout main level, gas fireplace with stone surround in family room, bonus room downstairs with French doors onto covered patio could be office, playroom, or extra bedroom. Stunning master bathroom remodel with Carrera marble countertops, bath & shower surrounds, & flooring.",30.35559272766113,-97.78649139404295,3,TRUE,TRUE,FALSE,FALSE,Single Family,1994,820000,2018-12-28,12,2018,34,3,2,0,0,0,0,0,9147,3560,3.1333333333333333,7,1177,16,3,5,2,24
29351381,5405 N Scout Island Cir,78731,"For more information or to schedule a private showing call 512-0222-3015. Gorgeous 5-bed/4-bath home located in highly sought after West Austin Community. Offering a bright, open floorplan, ideal for entertaining, w/3-living & 2-dining areas! Master suite & secondary bed/bath down. 3-beds, 2-full baths + gameroom up! Loaded w/tasteful finishes & custom accents; granite counter, SS appliances, designer paint, hardwood & tile flooring! Private park on bull creek/Lake Austin w/day dock,playground,picnic-bbq areas,trails,boat ramp/dock & canoe rack exclusive to Courtyard residents!",30.35588836669922,-97.78661346435548,0,TRUE,FALSE,FALSE,TRUE,Single Family,1994,799999,2019-01-16,1,2019,39,4,1,0,0,0,0,0,9408,3549,3.1333333333333333,7,1177,16,5,5,2,25
29353878,5704 Driftwood Dr,78731,"Stunning New Construction - the latest collaboration from award-winning Tornbjerg Design and Parkside Homes.  Warm modern finishes throughout, abundant natural light, and open living area. Master and Guest Bed (or flex room) on main level; dedicated study downstairs; large mud/pantry combo; 2 en-suite bedrooms upstairs with large playroom. Standing seam metal roof, contemporary dark bronze windows; custom white oak kitchen with quartz counters. Super quality, location, and design at this price.",30.36276435852051,-97.7879867553711,0,TRUE,FALSE,FALSE,FALSE,Single Family,2018,1235000,2018-05-25,5,2018,35,1,1,0,0,0,0,0,16552.8,3602,1.9666666666666663,7,1483,16,4,4,2,0
29351378,5212 S Scout Island Cir,78731,"Luxurious Custom Home on large lot! This home boasts 3972 sf, 4 bedrooms and 4.5 bathrooms. Step outside to the private backyard oasis to find a sparkling in-ground pool surrounded by mature trees! This serene backyard escape offers the ideal backdrop for entertaining and relaxing! Residents of Courtyard enjoy deeded access to Bull Creek, walking trails, playscapes, kayak storage, and a boat launch on Lake Austin via County Line Barbecue! Easy access to Loop 360 and 2222 for commuting!",30.35368347167969,-97.78617095947266,0,TRUE,FALSE,FALSE,FALSE,Single Family,1992,949997,2019-05-20,5,2019,39,3,1,0,0,0,2,0,12632.4,3972,3.033333333333333,7,1177,16,5,4,2,27
29353871,6501 Brownwood Ct,78731,"Serene Tranquil Beauty! This updated Mid-Century Modern home is set on a .7167 Acre lot with mature trees in Northwest Hills. The gorgeous landscaped lot is accessed by two driveways. Lovely views from newly installed picture windows overlooking spacious front lawn. Oak Hardwood Floors throughout, Large Energy-Efficient Windows bring light into the rooms. Genuine Saltillo tile floors installed on the lower level. New HVAC, Metal Roof, Private Neighborhood Park on Bull Creek one block away. Multiple Decks and Balconies.",30.36315536499023,-97.78704071044922,3,TRUE,TRUE,FALSE,FALSE,Single Family,1957,949000,2019-07-17,7,2019,32,3,3,1,0,0,1,0,31363.2,3360,1.9,7,1483,16,4,4,1,62
29353870,5600 Driftwood Dr,78731,"This house is the product of the precision and character as only a builder and designer would put together for their own home! No measurement was left to chance; each fixture was the result of sifting and selecting only the most high-end touches throughout. You will love this home for the inviting warmth, the vibrant light, the striking staircase, but most of all, the originality. Whether you're looking up to the 10-foot ceilings or down to the imported cement tile, you will be surrounded by beauty.",30.36306571960449,-97.78641510009766,0,TRUE,FALSE,FALSE,FALSE,Single Family,2018,1173000,2019-02-28,2,2019,40,4,0,0,0,0,0,0,9321,2933,1.866666666666667,7,1483,16,3,4,1,1
29353869,6502 Marblewood Dr,78731,"6502 Marblewood Dr, Austin, TX 78731 is a single family home that contains 2,453 sq ft and was built in 1988. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $908,930. The Rent Zestimate for this home is $3,739/mo.",30.36336326599121,-97.78651428222656,0,TRUE,FALSE,FALSE,FALSE,Single Family,1988,759000,2018-10-19,10,2018,1,0,1,0,0,0,0,0,19602,2453,1.9,7,1483,16,2,3,1,30
29351365,5801 Tom Wooten Cv,78731,"Cul-de-sac, private park at Bull Creek, low HOA fees, private tennis and swim club in neighborhood (fee based), walk to Lake Austin 360 Bridge",30.354066848754886,-97.78661346435548,0,TRUE,FALSE,FALSE,FALSE,Single Family,1984,799900,2019-06-21,6,2019,9,4,1,0,0,0,0,0,10454,2329,3.1,7,1177,16,3,3,2,35
29351336,5802 Harrington Cv,78731,"5802 Harrington Cv, Austin, TX 78731 is a single family home that contains 2,281 sq ft and was built in 1981. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $635,500. The Rent Zestimate for this home is $3,200/mo.",30.35539245605469,-97.78881072998048,2,TRUE,TRUE,FALSE,FALSE,Single Family,1981,485000,2018-06-25,6,2018,34,8,2,0,0,0,0,0,7143,2281,3.233333333333333,7,1177,16,3,3,2,37
29351824,5616 N Scout Island Cir,78731,"Austin's premier tennis community with private Lake Austin access and swim club, minutes to downtown and walking distance to enjoy sunsets at Pennybacker Bridge.  Former model home features 3 bedrooms plus flex room (could be 4th bedroom), office and 3 baths.  Kitchen opens to family room and back deck overlooks peaceful green belt.  28 foot ceilings in dramatic entry, recessed LED lights, exquisitely updated with designer-selected colors and fabrics.  Community parks, picnics, parades and clubs.",30.35690879821777,-97.78998565673828,2,TRUE,TRUE,FALSE,FALSE,Single Family,1992,875000,2020-06-08,6,2020,33,4,2,1,1,0,1,0,11325.6,3481,3.333333333333333,7,1177,16,3,4,2,28
29351820,5608 N Scout Island Cir,78731,"Improved price & working details on decorating allowance! Spacious 3 BD 2.5 BA 1 story. Private study. Well-designed floorplan, great flow between 2 din, 2 liv, bar space, kitchen. High ceilings give grand, open feel & windows bring in natural light & awesome views of outdrs, trees, woods from backyd & greenbelt beyond. Be the chef in grand kitchen: oversized prep island, gas cooktop, convection appliances, warming drawer, refrigerator(conveys), wine cooler in bar area, granite counters, sleek cabinetry, tons of storage. Master bedrm has high ceilings, 2 closets, en suite bathrm has dual sink vanity, jetted soaking tub & walk-in shower. HOA waterfront park, Lake Austin access via Bull Creek. Gr8 location!",30.35674476623535,-97.7891082763672,2,TRUE,TRUE,FALSE,FALSE,Single Family,1993,819500,2020-06-16,6,2020,51,3,2,0,0,0,0,0,11325.6,2902,3.2999999999999994,7,1177,16,3,3,1,27
29351312,5403 S Scout Island Cir,78731,"Located in the scenic neighborhood of The Courtyard, this 3,134 sq ft (TCAD) home with 4 bedrooms and 3 full bathrooms is situated on 0.32 acres and features a beautiful wooded backyard with a small pool and spa. Enjoy all of the amenities offered by the private Courtyard Tennis and Swim Club (membership required), including a lap-pool and gym, as well as community boat dock access to Bull Creek and Lake Austin. Owners in The Courtyard also have access to a gated, waterfront HOA park with playscape, picnic areas and day dock for fishing. The Courtyard is conveniently located off of Capital of Texas Highway and RM 2222 just minutes from Downtown Austin, local restaurants and AISD Schools (Highland Park Elementary, Lamar Middle, McCallum High).",30.353816986083984,-97.78807830810548,2,TRUE,TRUE,FALSE,FALSE,Single Family,1990,850000,2018-12-07,12,2018,27,3,2,0,0,0,0,0,14374.8,3134,3.1333333333333333,7,1177,16,3,4,2,28
29351295,5718 Sam Houston Cir,78731,"Minutes to Lake Austin, Arboretum and downtown, this lovely community is near the intersection of 2222 and 360.  Community park on Lake Austin with dock, playground for neighborhood enjoyment.",30.35379981994629,-97.78922271728516,0,TRUE,FALSE,FALSE,FALSE,Single Family,1980,399900,2019-10-31,10,2019,39,3,1,3,1,0,3,0,16117.2,2451,3.2,7,1177,16,3,4,2,39
70324280,5618 Parade Rdg,78731,"5618 Parade Rdg, Austin, TX 78731 is a single family home that contains 1,987 sq ft and was built in 2005. It contains 2 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $702,021. The Rent Zestimate for this home is $3,000/mo.",30.353227615356445,-97.79193115234376,0,TRUE,FALSE,FALSE,FALSE,Single Family,2005,549000,2018-04-20,4,2018,1,0,1,0,0,0,0,0,3920,1987,3.2999999999999994,7,1177,16,2,2,1,13
29351768,5900 Cartwright Cv,78731,"This home sits on a beautifully landscaped cul de sac lot in The Courtyard.  Highlights include bay windows, plantation shutters, hardwood floors & custom accents. The open floorplan is great for entertaining w/high ceilings, a limestone fireplace, and built-ins. The chef's kitchen features custom cabinets, a gas range, granite counters, ample storage, & large breakfast nook. Off the kitchen is the laundry and 2-car garage w/epoxy floors.  The downstairs master features a sitting area, a spa bath w/dual vanities, a walk-in shower & oversized closet. The spacious secondary bedrooms share a full bath in the hall. Upstairs is a bonus room w/a hidden office & balcony. The private backyard retreat has multiple patios & stone paths that lead you through the lush yard. Located in a waterfront & country club community, there is exclusive access to the lake, private dock, a community park & playscape. Members of the Tennis & Swim Club have access to the tennis courts, pools & other amenities.",30.35583305358887,-97.78889465332033,2,TRUE,TRUE,FALSE,FALSE,Single Family,1983,699000,2020-01-01,1,2020,40,3,2,3,1,0,2,0,6359,2369,3.233333333333333,7,1177,16,2,3,2,37
29351764,5608 Courtyard Cv,78731,"Newly remodeled 3/2.5 single story home in highly sought after Courtyard neighborhood. Beautiful home on corner lot feat. tons of upgrades, including unique art additions by prev. owner, in spacious & open floor plan. Private backyard paradise w/large trees, lush landscaping, heated lap pool, sprinkler system, & outdoor movie setup! Neighborhood includes residents only park & playscape, Bull Creek/Lake Austin access w/boat & kayak storage, Pool & Tennis Club, & more! This home is truly a must see!",30.356311798095703,-97.79011535644533,4,TRUE,TRUE,FALSE,FALSE,Single Family,1983,600000,2018-12-13,12,2018,21,1,3,0,0,0,0,1,6969,2169,3.333333333333333,7,1177,16,3,3,2,35
29351759,5601 Courtyard Cv,78731,"Reduced! Incredible ranch style white stone home in Courtyard! Cul de sac location, mature trees. Walk to Courtyard Tennis and Swim.  Refreshed with new paint, wallpaper removal, carpet, electrical switches and landscaping. New grass and roof.",30.356185913085938,-97.78932189941406,0,TRUE,FALSE,FALSE,FALSE,Single Family,1983,450000,2019-01-15,1,2019,34,0,1,0,0,0,0,0,6141,1603,3.2999999999999994,7,1177,16,2,2,1,36
29350246,5709 Sam Houston Cir,78731,"Copy/paste link for 3D tour: bit.ly/5709SamHouston3D. Come live the dream on Lake Austin in this beautiful waterfront home! Enjoy an amazing lake living experience in the quiet Courtyard community with miles of trails, picnic areas, park, tennis club, and your own private boat dock! The lush grounds with towering oak trees, gorgeous covered patio, and a fabulous deck that overlooks Lake Austin provide plenty of space for outdoor dining and entertaining. The spacious open floor plan captures the serene views through walls of windows. Grand master suite up with updated bath feels like a hideaway in the trees. The guest bedroom with full bath on main would make a great in-law suite. With four bedrooms, two spacious living rooms, two dining areas, and a renovated Chefs kitchen with huge island and stainless steel appliances, this home has plenty to offer! Located just minutes to downtown, Arboretum, Domain or Barton Creek Mall, this one-of-a-kind property is a perfect summer getaway!",30.353105545043945,-97.789703369140625,2,TRUE,TRUE,FALSE,TRUE,Single Family,1979,1995000,2020-07-03,7,2020,80,4,2,3,1,0,0,0,10323,3528,3.2,7,1177,16,3,4,2,41
29350245,5707 Sam Houston Cir,78731,"This impeccable Courtyard home has a great flow, natural lighting and completely surrounded by nature.  Enjoy a well designed kitchen with center island, granite countertops, Stainless appliances, double oven and CA closet designed pantry.  The kitchen cuddles up to a perfect spot to enjoy nature in an informal living space with wall to wall windows.  You will also enjoy a step down large family room with a fireplace and a connected deck.  This home features one bdrm and full bath down and the master with en-suite and 2 secondary bedrooms with private decks upstairs. All walk-ins have CA closets. Tile and hardwoods throughout.  No carpet! The backyard is the show stopper overlooking the creek, multiple use deck and outdoor fireplace.  Walking distance to the private community park with Bull Creek access, playground, grills and kayaks.",30.35322952270508,-97.78997039794922,2,TRUE,TRUE,FALSE,TRUE,Single Family,1981,859000,2019-04-30,4,2019,39,2,2,0,0,0,1,0,7797,3028,3.2,7,1177,16,3,4,2,38
29353458,7700 Pleasant Meadow Cir,78731,"An entertainer's delight, this fabulous home sits on a quiet cul-de-sac with an over-sized lot and serene backyard paradise. Very private setting with stunning pool, lovely mature trees, lots of seating arrangements, shade areas, sun areas, basketball hoop and concrete pad for fantastic outdoor entertaining. Inside is equally stunning with impeccable detailing and architectural elements that exude casual elegance. All areas of the home flow seamlessly to the tranquil covered back patio. The family room has vaulted ceiling with beam accents and floor-to-ceiling stone fireplace flanked by wooden accents on the walls. The kitchen has been updated with gorgeous countertops, stainless steel appliances, and modern glass backsplash. The downstairs master suite invites you in with peace and serenity overlooking the backyard and pool and connects to a double-vanity bath. Easy access to Mopac/360/2222. Minutes to Downtown and The Domain. Great community with top-rated schools.",30.36385726928711,-97.755523681640625,2,FALSE,TRUE,FALSE,FALSE,Single Family,1977,975000,2018-08-18,8,2018,1,7,2,0,0,0,0,0,20037.6,3666,0.6666666666666666,7,1483,16,4,4,2,41
29356457,7406 W Rim Dr,78731,"Lovely 1 story home in Northwest Hills that was remodeled in 2005. Gourmet kitchen has stainless steel appliances, Kitchen Craft custom cherry cabinets, granite counters & center island with counter seating. Cherry wood floors & Italian porcelain tile throughout most of the home. The hardware was replaced on all doors & cabinets. 3 large living areas with a flow that is great for entertaining. Extensive recessed lighting & Pella double-paned windows. The Backyard is large enough for a pool. Outstanding schools including Doss Elementary, Murchison Middle School & Anderson High School.",30.36719512939453,-97.76878356933594,0,FALSE,FALSE,FALSE,FALSE,Single Family,1968,499000,2019-05-28,5,2019,1,0,1,0,0,0,0,0,12196.8,2940,0.9666666666666668,7,1483,16,2.5,4,1,51
29356496,7606 W Rim Dr,78731,"Rare opportunity to buy on the coveted West Rim DR in beloved NW Hills. Bring your contractor! Zoned to top rated schools! Great location - center of ATX - mins to Domain, Downtown, UT, Lk Austin, Lk Travis, Arboretum, HEB, shopping, dining & golf. Storybook curb appeal - FLAT beautifully landscaped front & back yard - plenty of room to play or for pool. Master down & four beds up. Kitchen partially opens to dining & living. Delightful screened-in porch & useful storage shed in back. SF per TCAD",30.36902618408203,-97.76701354980467,0,FALSE,FALSE,FALSE,FALSE,Single Family,1969,689000,2019-06-14,6,2019,35,3,1,0,1,0,0,0,10018,2584,0.9666666666666668,7,1483,16,4,5,2,50
29355955,6501 Laurelwood Dr,78731,"Fully remodeled home sits on over .37 acre corner lot against North Cat Mountain, just steps from Bull Creek Greenbelt Trail. Open floorplan is ideal for entertaining, opening to butterfly garden bordered covered patio. Main house is 3/2 1639 sf; DETACHED GUESTHOUSE w/sep. driveway & HVAC is 1/1 384 sf. Pella double pane windows and glass doors, Solar Tubes. To die for kitchen w/ Thermador induction cooktop, Bosch applicances. ADT security system owned, Rainbird irrigation on entire property. Voluntary membership in Lakewood Club incl 5-acre private park on Bull Creek, kayak access to Lake Austin for only $45/year! 17.6 acres immediately behind house is owned by neighbor as Golden Cheek Warbler habitat. Easy access to major roads (2222, Capital of TX Hwy, MoPac) and lovely Pennybacker Bridge. Award-winning schools with major modernization bond-funded projects underway: Doss Elem, Murchison MS & Anderson High with International Baccalaureate programs. Seller related to Listing Agent",30.36379814147949,-97.78468322753906,0,TRUE,FALSE,FALSE,FALSE,Single Family,1978,725000,2018-11-09,11,2018,32,4,2,0,0,0,0,0,16552.8,2073,1.8,7,1483,16,3,4,1,40
29355452,3905 Petra Path,78731,"PRICE REDUCTION!! Charming 4 bedroom home in the heart of Northwest Hills on a gorgeous street. Wonderfully remodeled kitchen w/ SS appliances, double ovens, granite countertops. This home is an entertainer's dream with a full bar in the game room and access to a serene screened in porch. The flow of this home is perfect for large groups or intimate gatherings. Recent seamless metal roof and HVAC system. Large office and storage that could be converted to guest quarters. Close proximity to the JCC + award winning schools.",30.36535263061523,-97.7570571899414,0,FALSE,FALSE,FALSE,FALSE,Single Family,1973,749000,2018-12-06,12,2018,37,2,1,0,0,0,0,0,12632.4,3670,0.6666666666666666,7,1483,16,3,4,2,45
29353496,3901 Pebble Path,78731,"Incredible, corner lot in Northwest Hills. Open floor plan with vaulted ceilings, home office and formals and casual living and dining spaces. Complete with outdoor living as well as a screened porch. Master + one bedroom and additional bath downstairs with two bedrooms up. This neighborhood has so much to offer with very mature trees and access to all that coveted Northwest Hills has to offer.",30.364362716674805,-97.75691223144533,2,FALSE,TRUE,FALSE,FALSE,Single Family,1975,825000,2019-08-26,8,2019,30,7,2,2,1,0,0,0,15681.6,3221,0.6333333333333333,7,1483,16,3,4,2,44
29355447,3901 Myrick Dr,78731,"Beautifully maintained single story home in the coveted Mesa Forest gated community.  Large master bedroom with his and her baths and an abundance of closet space.  Second bedroom is currently used as an office with built in shelves.  Half bath is plumbed for a shower.  
            
            Light and bright with low HOA and community pool.",30.365819931030284,-97.75593566894533,0,TRUE,FALSE,FALSE,FALSE,Single Family,1996,725000,2019-07-01,7,2019,28,3,1,1,1,0,1,0,8276,2487,0.6666666666666666,7,1483,16,3,2,1,23
29352947,7106 Spurlock Dr,78731,"7106 Spurlock Dr, Austin, TX 78731 is a single family home that contains 3,800 sq ft and was built in 2020. It contains 5 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $1,908,856. The Rent Zestimate for this home is $3,123/mo.",30.35955047607422,-97.76380157470705,2,FALSE,TRUE,FALSE,TRUE,Single Family,2020,650000,2020-08-31,8,2020,56,1,2,0,0,0,0,0,9670,3800,0.6333333333333333,7,1483,16,4,5,1,0
29355445,3909 Myrick Dr,78731,"3909 Myrick Drive, Austin, TX 78731",30.36595916748047,-97.75630950927734,0,TRUE,FALSE,FALSE,FALSE,Single Family,1996,850000,2019-07-23,7,2019,30,2,1,0,0,0,0,0,7840,2985,0.6666666666666666,7,1483,16,3,3,1,23
29358429,4211 Burney Dr,78731,"4211 Burney Dr, Austin, TX 78731 is a single family home that contains 1,837 sq ft and was built in 1971. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $541,904. The Rent Zestimate for this home is $2,950/mo.",30.369407653808604,-97.76451110839844,2,FALSE,TRUE,FALSE,FALSE,Single Family,1971,550000,2020-05-12,5,2020,1,3,2,0,0,0,0,0,10280,1837,0.8666666666666667,7,1483,16,2,3,1,49
29353426,3804 Greystone Dr,78731,"Owner has made many improvements including Renewal Windows/Door by Andersen, popcorn ceilings removed, new HVAC and insulation (5/2012), new tile in kitchen and baths, new carpet in bedrooms, remodeled secondary bath, and more.",30.36032295227051,-97.7563247680664,0,FALSE,FALSE,FALSE,FALSE,Single Family,1971,745000,2018-04-27,4,2018,37,3,1,0,0,0,0,0,11325.6,2761,0.6,7,1483,16,3,4,2,47
