id,loan_status,year,fully_paid,credit_score,credit_history_age,had_delinq,delinq_recent,has_pub_rec,recovery_channel,payoff_gross,payoff_net,payoff_frac,addr_state,annual_inc,dti,emp_length,emp_title,fico_approx,grade,home_ownership,inq_last_6mths,installment,int_rate,issue_d,loan_amnt,open_acc,purpose,revol_bal,revol_util,sub_grade,term,title,total_acc,verification_status,zip_code,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,funded_amnt,funded_amnt_inv
1069539,Fully Paid,2011,1,76,30.080766598220396,0,0,0,NA,34886.9137767411,34886.9137767411,1.096210959206319,NJ,75000,14.03,5 years,Audubon Mutual Housing Corporation,762,A,MORTGAGE,0,995.82,7.9,Dec-2011,31825,12,debt_consolidation,23151,27.4,A4,36 months,Debt Consolidation Loan,26,Verified,080xx,34886.9137767411,31825,3061.91,0,0,0,Aug-2013,31825,31825
1065420,Fully Paid,2011,1,65,14.82819986310746,1,0,0,NA,14577.2188537574,14577.2188537574,1.45772188537574,FL,29120,22.83,2 years,US Legal Support,692,C,RENT,1,242.97,15.96,Dec-2011,10000,11,debt_consolidation,16158,63.6,C5,60 months,Brown Eyes Loan,31,Verified,330xx,14577.2188537574,10000,4577.22,0,0,0,Jan-2017,10000,9975
1069591,Fully Paid,2011,1,75,6.666666666666667,1,0,0,NA,5715.560000000101,5715.560000000101,1.1431120000000203,OR,24044,11.93,2 years,Good Samaritan Society,702,A,RENT,0,158.77,8.9,Dec-2011,5000,8,debt_consolidation,2224,29.3,A5,36 months,Consolidation,16,Verified,974xx,5715.560000000101,5000,715.56,0,0,0,Jan-2015,5000,5000
1069357,Fully Paid,2011,1,76,7.080082135523614,0,0,0,NA,16663.3440301468,16663.3440301468,1.1108896020097867,OH,45000,8.48,1 year,Gateway Hospice,732,A,RENT,0,469.36,7.9,Dec-2011,15000,7,debt_consolidation,6704,50.4,A4,36 months,Debt Consolidation Loan,27,Verified,445xx,16663.3440301468,15000,1663.34,0,0,0,Jan-2014,15000,15000
1069356,Fully Paid,2011,1,71,4.6680355920602326,0,0,0,NA,7127.7220109071,7127.7220109071,1.1879536684845167,AZ,36852,10.62,1 year,Cox Communications,697,B,RENT,1,200.5,12.42,Dec-2011,6000,7,debt_consolidation,7310,66.5,B4,36 months,Credit Card Consolidation,12,Source Verified,850xx,7127.7220109071,6000,1127.72,0,0,0,Apr-2014,6000,6000
1069346,Fully Paid,2011,1,70,9.998631074606434,0,0,0,NA,16945.875952545503,16945.875952545503,1.3556700762036402,IL,27000,16.04,1 year,United States Infrastructure Corporation,737,B,RENT,3,282.44,12.69,Dec-2011,12500,6,debt_consolidation,10143,50,B5,60 months,Credit card debt,24,Verified,604xx,16945.875952545503,12500,4445.88,0,0,0,Jan-2017,12500,12475
1069506,Fully Paid,2011,1,76,17.752224503764545,1,0,0,NA,13517.3599969743,13517.3599969743,1.1264466664145252,NJ,62300,16.7,10+ years,John Wiley Jr.,727,A,RENT,0,375.49,7.9,Dec-2011,12000,15,debt_consolidation,8601,21,A4,36 months,Debt Consolidation,25,Not Verified,088xx,13517.3599969743,12000,1517.36,0,0,0,Jan-2015,12000,12000
1060578,Fully Paid,2011,1,63,7.498973305954825,0,0,0,NA,5629.270000860601,5629.270000860601,1.2793795456501365,RI,55000,20.01,10+ years,citizens bank,692,D,RENT,0,156.37,16.77,Dec-2011,4400,7,debt_consolidation,25237,99,D2,36 months,debt,11,Not Verified,029xx,5629.270000860601,4400,1229.27,0,0,0,Jan-2015,4400,4400
1069469,Fully Paid,2011,1,79,16.082135523613964,0,0,0,NA,6065.86,6065.86,1.0109766666666666,LA,45600,5.34,10+ years,"Stewart Enterprises, Inc.",792,A,MORTGAGE,1,182.62,6.03,Dec-2011,6000,6,debt_consolidation,3378,32.5,A1,36 months,Debt-Consolidation,28,Not Verified,700xx,6065.86,6000,65.86,0,0,0,Jul-2012,6000,6000
1051117,Fully Paid,2011,1,74,12.41889117043121,1,0,0,NA,16241.380002239604,16241.380002239604,1.1600985715885432,MA,80000,10,6 years,golfers warehouse,727,B,RENT,1,451.15,9.91,Dec-2011,14000,7,small_business,2219,13.4,B1,36 months,Small Business Loan,40,Not Verified,010xx,16241.380002239604,14000,2241.38,0,0,0,Jan-2015,14000,14000
1069465,Charged Off,2011,0,75,16.501026694045173,0,0,0,collection,5028.870000000001,5027.800000000001,1.0055600000000002,OH,100000,16.33,10+ years,STERIS Corporation,707,A,MORTGAGE,0,158.77,8.9,Dec-2011,5000,17,debt_consolidation,74351,62.1,A5,36 months,Debt Consolidation for a better life,35,Source Verified,441xx,5028.870000000001,4217.38,696.99,0,114.5,1.07,Aug-2014,5000,5000
1069453,Fully Paid,2011,1,78,9.91375770020534,0,0,0,NA,12158.6100011603,12158.6100011603,1.1053281819236636,CT,70000,10.85,5 years,cognizant technology solutions,752,A,RENT,0,337.75,6.62,Dec-2011,11000,5,debt_consolidation,11638,36.4,A2,36 months,Debt Consolitation,7,Not Verified,061xx,12158.6100011603,11000,1158.61,0,0,0,Jan-2015,11000,11000
1069248,Charged Off,2011,0,74,19.665982203969882,0,0,0,collection,16177.770000000002,16141.399200000002,1.07609328,IL,80000,9.12,8 years,Caterpillar Inc.,732,B,MORTGAGE,2,483.38,9.91,Dec-2011,15000,9,debt_consolidation,11845,63.7,B1,36 months,Debt Consolidation Loan,28,Not Verified,616xx,16177.770000000002,13556.45,2374.34,24.17,222.81,36.3708,Oct-2014,15000,15000
1069244,Fully Paid,2011,1,73,7.665982203969883,0,0,0,NA,8208.4100028986,8208.4100028986,1.1726300004140857,CA,40000,7.38,< 1 year,Aerotek Scientific,702,B,RENT,0,228.02,10.65,Dec-2011,7000,7,debt_consolidation,12168,92.9,B2,36 months,Loan 12142011,12,Not Verified,947xx,8208.4100028986,7000,1208.41,0,0,0,Jan-2015,7000,7000
1069410,Charged Off,2011,0,56,13.248459958932239,0,0,0,no_recovery,18325.89,18325.89,0.8726614285714286,WA,50000,21.58,7 years,Costco,682,E,RENT,1,555.33,19.91,Dec-2011,21000,7,debt_consolidation,19448,97.6,E4,60 months,Bill pay of,14,Verified,980xx,18325.89,8990.81,9328.33,0,6.75,0,Oct-2014,21000,20975
1068487,Fully Paid,2011,1,71,6.997946611909651,0,0,0,NA,11477.1037847934,11477.1037847934,1.14771037847934,OR,39000,18.58,< 1 year,Netflix,687,B,OWN,0,334.16,12.42,Dec-2011,10000,5,debt_consolidation,12874,72.7,B4,36 months,Debt Consolidation Loan,10,Not Verified,972xx,11477.1037847934,10000,1477.1,0,0,0,Jul-2013,10000,10000
1068945,Fully Paid,2011,1,63,4.6680355920602326,0,0,0,NA,9083.530004562,9083.530004562,1.2793704231777465,TX,33000,24,1 year,Triple D security,682,D,MORTGAGE,2,252.33,16.77,Dec-2011,7100,4,debt_consolidation,6021,91.2,D2,36 months,To pay of all debt,8,Verified,787xx,9083.530004562,7100,1983.53,0,0,0,Jan-2015,7100,7100
1069142,Fully Paid,2011,1,70,9.585215605749486,0,0,0,NA,17402.2399867971,17402.2399867971,1.3386338451382385,NJ,30000,13.72,< 1 year,wrisco,732,B,MORTGAGE,0,293.74,12.69,Dec-2011,13000,17,debt_consolidation,17080,58.9,B5,60 months,Debt Consolidation Loan,27,Source Verified,077xx,17402.2399867971,13000,4402.24,0,0,0,Jan-2016,13000,13000
1068934,Fully Paid,2011,1,62,5.585215605749487,0,0,0,NA,13227.100007269306,13227.100007269306,1.4778882689686375,CA,40000,19.47,6 years,NA,707,D,RENT,1,223.74,17.27,Dec-2011,17500,5,small_business,10724,58.9,D3,60 months,Start Up,6,Verified,951xx,13227.100007269306,8950,4277.1,0,0,0,Feb-2016,8950,8925
1069136,Fully Paid,2011,1,67,9.418206707734429,0,0,0,NA,21323.867488734,21323.867488734,1.2064422907345969,WI,50000,16.46,< 1 year,webb candy,722,C,RENT,2,417.25,14.65,Dec-2011,17675,6,debt_consolidation,6661,57.4,C3,60 months,Debt Consolidation Loan,14,Source Verified,540xx,21323.867488734,17675,3648.87,0,0,0,Aug-2013,17675,17675
1068923,Fully Paid,2011,1,63,5.418206707734429,0,0,0,NA,10273.2399999984,10273.2399999984,1.2841549999998,VA,62000,21.64,< 1 year,Omniplex,662,D,RENT,3,284.31,16.77,Dec-2011,8000,14,debt_consolidation,6088,66.9,D2,36 months,Debt Consolidation Loan,20,Not Verified,225xx,10273.2399999984,8000,2258.24,15.000000000014,0,0,Dec-2014,8000,8000
1069126,Charged Off,2011,0,73,14.584531143052704,0,0,0,collection,8772.91,8620.396,0.8620396,OH,45996,21.73,10+ years,CEC ENTERTAINMENT INC,757,B,RENT,1,215.69,10.65,Dec-2011,10000,7,debt_consolidation,11170,30.1,B2,60 months,Consolidation,15,Verified,440xx,8772.91,5495.38,2429.23,1,847.3,152.514,Apr-2015,10000,9975
1069102,Fully Paid,2011,1,73,6.165639972621492,0,0,0,NA,4104.209999034,4104.209999034,1.1726314282954287,OH,55000,5.39,7 years,CPI,702,B,MORTGAGE,1,114.01,10.65,Dec-2011,3500,9,debt_consolidation,6611,45.9,B2,36 months,blessings,12,Not Verified,437xx,4104.209999034,3500,604.21,0,0,0,Jan-2015,3500,3500
1069093,Charged Off,2011,0,62,16.66803559206023,0,0,1,no_recovery,5577.750000000003,5577.750000000003,0.6249579831932777,MN,30000,13.16,5 years,grandma kitchen,692,D,RENT,0,223.11,17.27,Dec-2011,12500,7,debt_consolidation,9844,70.8,D3,60 months,allen,28,Source Verified,559xx,5577.750000000003,2812.82,2742.43,0,22.5,0,Feb-2014,8925,8925
1069030,Fully Paid,2011,1,68,9.166324435318275,0,0,0,NA,18174.8288097539,18174.8288097539,1.1065344785238296,CA,44544,22.71,4 years,"Gen-Probe, Inc",697,C,RENT,1,563.53,14.27,Dec-2011,16425,10,debt_consolidation,15747,83.4,C2,36 months,New Start,18,Source Verified,921xx,18174.8288097539,16425,1749.83,0,0,0,Nov-2012,16425,16425
1068906,Charged Off,2011,0,53,11.915126625598905,0,0,0,collection,4177.11,4173.509999999999,0.5089646341463414,CA,75000,12.48,4 years,autozone,677,F,RENT,3,223.14,21.28,Dec-2011,8200,6,small_business,9012,73.9,F2,60 months,Small_Business Loan,11,Source Verified,912xx,4177.11,1525.83,2265.85,0,385.43,3.6,Jun-2013,8200,8200
1060981,Charged Off,2011,0,63,16.999315537303218,1,0,0,no_recovery,4776.45,4776.45,0.7463203125,CA,75000,20.22,5 years,"Riverside County, California",662,D,RENT,0,227.45,16.77,Dec-2011,6400,9,debt_consolidation,7159,67.5,D2,36 months,Help,27,Not Verified,923xx,4776.45,3334.25,1431.91,0,10.29,0,Oct-2013,6400,6400
1069071,Fully Paid,2011,1,69,6.165639972621492,1,0,0,NA,3247.8894775934996,3247.8894775934996,1.0826298258645,AL,33600,18.11,1 year,Insight Card Services,672,C,RENT,0,101.8,13.49,Dec-2011,3000,4,debt_consolidation,2745,83.2,C1,36 months,Credit Card Consolidation,7,Not Verified,352xx,3247.8894775934996,3000,247.89,0,0,0,Sep-2012,3000,3000
1068893,Fully Paid,2011,1,75,16.999315537303218,0,0,0,NA,16460.849998348,16460.849998348,1.1431145832186111,NY,150000,14.85,< 1 year,Model Metrics,722,A,OWN,0,457.25,8.9,Dec-2011,14400,12,debt_consolidation,63864,55,A5,36 months,Credit Payoff 14400,38,Source Verified,146xx,16460.849998348,14400,2060.85,0,0,0,Jan-2015,14400,14400
1068882,Fully Paid,2011,1,67,26.99794661190965,1,0,0,NA,12699.7120089012,12699.7120089012,1.0583093340751,NJ,90000,16.56,10+ years,Boro of Butler,677,C,RENT,2,413.94,14.65,Dec-2011,12000,12,debt_consolidation,17116,78.5,C3,36 months,Debt Consolidation Loan,36,Not Verified,074xx,12699.7120089012,12000,699.71,0,0,0,Jun-2012,12000,12000
1069039,Fully Paid,2011,1,69,12,1,0,0,NA,13418.280003137,13418.280003137,1.2198436366488183,TX,48000,21.82,10+ years,TX Army National Guard,692,C,MORTGAGE,3,373.24,13.49,Dec-2011,11000,15,debt_consolidation,11382,65,C1,36 months,Debt Consolidation,29,Verified,786xx,13418.280003137,11000,2418.28,0,0,0,Oct-2014,11000,11000
1068416,Fully Paid,2011,1,52,11.58384668035592,0,0,1,NA,8204.7740891575,8204.7740891575,1.1395519568274304,CA,75000,24.82,< 1 year,Cross Country Travel Corp,682,F,RENT,2,197.51,21.67,Dec-2011,7250,9,debt_consolidation,21706,91.2,F3,60 months,Debt Consolidation Loan,19,Verified,937xx,8204.7740891575,7200,1004.77,0,0,0,Sep-2012,7200,7175
1068997,Fully Paid,2011,1,76,8.082135523613964,0,0,0,NA,15557.6800842281,15557.6800842281,1.0371786722818734,TX,52000,9.65,1 year,Segovia's Transportion Inc.,767,A,MORTGAGE,1,469.36,7.9,Dec-2011,15000,11,small_business,1616,6.7,A4,36 months,Small_Business Loan,29,Not Verified,799xx,15557.6800842281,15000,557.68,0,0,0,Aug-2012,15000,15000
1048390,Fully Paid,2011,1,56,22.49965776865161,1,0,0,NA,26034.66002330465,26034.66002330465,1.4463700012947027,FL,65000,6.81,10+ years,AVMED HEALTH PLANS,662,E,MORTGAGE,0,475.99,19.91,Dec-2011,18000,10,debt_consolidation,11745,77.8,E4,60 months,Debt Consolidation Loan,40,Not Verified,331xx,26034.66002330465,18000,8010.86,23.80000006407,0,0,Oct-2014,18000,18000
1068994,Fully Paid,2011,1,62,8.501026694045175,1,0,0,NA,28887.1000680414,28887.1000680414,1.308588904554537,NY,150000,7.51,3 years,tutor Per ini Corporation,727,D,MORTGAGE,1,551.84,17.27,Dec-2011,35000,11,home_improvement,7334,53.3,D3,60 months,Home improvement,31,Verified,115xx,28887.1000680414,22075,6812.1,0,0,0,Feb-2014,22075,22050
1045509,Fully Paid,2011,1,71,9.166324435318275,0,0,0,NA,10482.8438891705,10482.8438891705,1.1394395531707064,CA,60000,19.96,2 years,Kaiser Permanente,702,B,RENT,3,307.43,12.42,Dec-2011,9200,8,debt_consolidation,23299,78.7,B4,36 months,Nissan Car Loan,19,Source Verified,902xx,10482.8438891705,9200,1282.84,0,0,0,Jul-2013,9200,9200
1068694,Fully Paid,2011,1,64,15.16495550992471,0,0,0,NA,14688.341534173302,14688.341534173302,1.2240284611811085,AZ,88365,16.85,9 years,Phoenix Newspapers Inc.,682,D,RENT,0,423.61,16.29,Dec-2011,12000,6,debt_consolidation,22936,96.4,D1,36 months,loan payoff,15,Verified,852xx,14688.341534173302,12000,2688.34,0,0,0,Nov-2013,12000,12000
1068792,Fully Paid,2011,1,69,8.58590006844627,0,0,0,NA,13990.9213166244,13990.9213166244,1.1659101097187001,CA,72000,21.33,4 years,LITHIA MOTORS,687,C,RENT,1,407.17,13.49,Dec-2011,12000,11,debt_consolidation,3419,27.6,C1,36 months,MAKE ON PAYMENT,19,Source Verified,937xx,13990.9213166244,12000,1990.92,0,0,0,Apr-2014,12000,12000
1065674,Fully Paid,2011,1,57,4.501026694045175,0,0,0,NA,11909.4500122327,11909.4500122327,1.452371952711305,NY,120000,2.8,3 years,Claret Wine Bar,687,E,RENT,2,214.62,19.42,Dec-2011,8200,5,debt_consolidation,10392,88.4,E3,60 months,Debit consolidation,6,Source Verified,104xx,11909.4500122327,8200,3709.45,0,0,0,Dec-2014,8200,8200
1068545,Fully Paid,2011,1,72,14.99794661190965,1,0,1,NA,7933.9636228197005,7933.9636228197005,1.1334233746885287,FL,39120,21.01,4 years,Harris,677,B,OWN,0,231.54,11.71,Dec-2011,7000,8,debt_consolidation,9414,52.4,B3,36 months,Emergency Loan,26,Not Verified,329xx,7933.9636228197005,7000,933.96,0,0,0,Jun-2013,7000,7000
1049528,Fully Paid,2011,1,72,10.080766598220396,0,0,0,NA,15169.3054655385,15169.3054655385,1.1851019894951953,VA,47800,10.04,4 years,NCS Technologies,742,B,MORTGAGE,0,282.86,11.71,Dec-2011,20000,15,debt_consolidation,16447,46.3,B3,60 months,Bill Consolidation,27,Verified,226xx,15169.3054655385,12800,2369.31,0,0,0,Nov-2013,12800,12775
1068509,Charged Off,2011,0,74,13.585215605749486,0,0,0,collection,2456.33,2453.79,0.3957725806451613,CA,25000,20.64,2 years,Sunrise Senior Living,712,B,RENT,2,199.8,9.91,Dec-2011,6200,7,debt_consolidation,6533,47.7,B1,36 months,Wells/Chase ReFi,12,Not Verified,902xx,2456.33,1700.79,493.16,0,262.38,2.54,Dec-2012,6200,6200
1034693,Fully Paid,2011,1,61,15.16495550992471,0,0,0,NA,24011.06,24011.06,1.50069125,KS,65000,15.56,7 years,Menards,697,D,RENT,0,402.65,17.58,Dec-2011,16000,8,debt_consolidation,21166,87.1,D4,60 months,Debt Consolidation Loan,16,Not Verified,672xx,24011.06,16000,8011.06,0,0,0,Jun-2016,16000,16000
1068508,Fully Paid,2011,1,75,6.417522245037645,0,0,0,NA,6858.700001287801,6858.700001287801,1.1431166668813002,NJ,28800,13.17,8 years,A Touch Of Italy,702,A,OWN,0,190.52,8.9,Dec-2011,6000,11,debt_consolidation,5269,36.8,A5,36 months,Debt consolidation,13,Not Verified,083xx,6858.700001287801,6000,858.7,0,0,0,Jan-2015,6000,6000
1068309,Charged Off,2011,0,63,6.997946611909651,0,0,0,collection,18749.25,18078.4306999816,0.9603416042486905,TX,38000,23.18,10+ years,Texas Health & Human Services Commission,702,D,RENT,0,465.53,16.77,Dec-2011,18825,6,debt_consolidation,11004,79.7,D2,60 months,Coledon's Club Loan,7,Verified,787xx,18749.25,8087.75,6786.71,0,3874.79,670.8193000184,Sep-2014,18825,18800
1068326,Fully Paid,2011,1,73,21.828884325804243,0,0,0,NA,28143.250008287203,28143.250008287203,1.1726354170119668,CA,45000,14.8,10+ years,City of Newport Beach,727,B,RENT,0,781.76,10.65,Dec-2011,24000,5,debt_consolidation,24708,55.2,B2,36 months,Debt Consolidation Loan,9,Verified,926xx,28143.250008287203,24000,4143.25,0,0,0,Jan-2015,24000,24000
1066767,Fully Paid,2011,1,69,9.828884325804244,0,0,0,NA,7328.9200015949,7328.9200015949,1.2214866669324833,CA,80000,11.58,10+ years,Becker Construction Corporation,667,C,RENT,0,203.59,13.49,Dec-2011,6000,8,debt_consolidation,15499,83.8,C1,36 months,smaller loan,16,Not Verified,931xx,7328.9200015949,6000,1328.92,0,0,0,Jan-2015,6000,6000
1068484,Fully Paid,2011,1,69,7.750855578370979,0,0,0,NA,7328.920002126701,7328.920002126701,1.2214866670211169,AZ,50000,15.38,5 years,Edward Jones,692,C,RENT,1,203.59,13.49,Dec-2011,6000,6,debt_consolidation,15191,91.5,C1,36 months,Consolidate,7,Not Verified,860xx,7328.920002126701,6000,1328.92,0,0,0,Jan-2015,6000,6000
1068273,Fully Paid,2011,1,78,17.333333333333332,0,0,0,NA,6079.2899987255005,6079.2899987255005,1.1053254543137274,CT,110000,9.69,8 years,NA,742,A,MORTGAGE,0,168.88,6.62,Dec-2011,5500,7,small_business,14136,21.9,A2,36 months,Computer Equipment,26,Verified,060xx,6079.2899987255005,5500,579.29,0,0,0,Jan-2015,5500,5500
1068274,Fully Paid,2011,1,78,19.498973305954827,0,0,0,NA,12158.6100013918,12158.6100013918,1.1053281819447092,LA,45608,20.5,8 years,East Baton Rouge Parish School System,737,A,OWN,0,337.75,6.62,Dec-2011,11000,7,debt_consolidation,10677,58.7,A2,36 months,payoff,11,Source Verified,707xx,12158.6100013918,11000,1158.61,0,0,0,Jan-2015,11000,11000
1068440,Fully Paid,2011,1,54,5.585215605749487,0,0,0,NA,32895.8629327521,32895.8629327521,1.2274575721176155,FL,120000,12.15,3 years,charlotte regional medical center,682,F,MORTGAGE,0,723.38,20.89,Dec-2011,26800,13,debt_consolidation,14772,48,F1,60 months,credit loan,18,Verified,342xx,32895.8629327521,26800,6095.86,0,0,0,Mar-2013,26800,26800
1046456,Fully Paid,2011,1,70,9.166324435318275,0,0,0,NA,9000.1432292826,9000.1432292826,1.125017903660325,IL,35000,10.05,5 years,OPW Fuel Management Systems,707,B,MORTGAGE,0,268.36,12.69,Dec-2011,8000,7,debt_consolidation,6842,97.7,B5,36 months,Credit Card Consolidation,18,Not Verified,604xx,9000.1432292826,8000,1000.14,0,0,0,Mar-2013,8000,8000
1061814,Fully Paid,2011,1,75,11.915126625598905,1,0,0,NA,10869.330548018,10869.330548018,1.0869330548018001,CA,24000,7,6 years,Renal Support Network,712,A,RENT,0,317.54,8.9,Dec-2011,10000,6,debt_consolidation,6734,49.5,A5,36 months,Start Fresh 2012,21,Verified,900xx,10869.330548018,10000,869.33,0,0,0,Mar-2013,10000,10000
1068232,Fully Paid,2011,1,72,21.66735112936345,1,0,0,NA,14183.432569469202,14183.432569469202,1.1819527141224335,OH,126000,13.32,2 years,"Avon Protection Systems, Inc.",697,B,MORTGAGE,0,396.92,11.71,Dec-2011,12000,17,debt_consolidation,32711,54.1,B3,36 months,Chase,38,Not Verified,430xx,14183.432569469202,12000,2183.43,0,0,0,May-2014,12000,12000
1068405,Fully Paid,2011,1,76,8.501026694045175,0,0,0,NA,11264.4800000004,11264.4800000004,1.12644800000004,CA,43000,25.26,1 year,RAM DME,732,A,RENT,0,312.91,7.9,Dec-2011,10000,8,debt_consolidation,8215,37.2,A4,36 months,Credit card paid off,16,Not Verified,919xx,11264.4800000004,10000,1264.48,0,0,0,Jan-2015,10000,10000
1068395,Fully Paid,2011,1,74,11.915126625598905,0,0,0,NA,13921.1799976946,13921.1799976946,1.1600983331412167,CA,50000,16.44,1 year,samuraisushi restaurant,727,B,RENT,1,386.7,9.91,Dec-2011,12000,11,debt_consolidation,14335,29.3,B1,36 months,creditcard payoff,25,Not Verified,926xx,13921.1799976946,12000,1921.18,0,0,0,Jan-2015,12000,12000
